License Permit ID,Description,Expiration Date,DBA,LegalName,Premises County,Type,Class,Effective Date,Actual Address Of Premises,Additional Address Information,City,State Name,Zip Code,Original Issue Date,Last Issue Date,Legacy_Serial_Number,AKA Address,Georeference
0341-24-108735,Summer Restaurant,10/31/2024,OVERLOOK BEACH CLUB,ISLAND TIME HOSPITALITY GROUP LLC,Suffolk,1,341,5/16/2024,OVERLOOK BEACH OCEAN PARKWAY,,BABYLON,New York,11702,5/16/2024,5/16/2024,6016786,,
0341-24-110973,Summer Restaurant,10/31/2024,TIKI BAR AND PIER RESTAURANT,PARKS & COAST HOSPITALITY GROUP LLC,Westchester,1,341,5/1/2024,1 PLAYLAND PKWY,,RYE,New York,10580,4/30/2024,4/30/2024,6019126,,POINT (-73.6756 40.96506)
0341-24-211811,Summer Restaurant,10/31/2024,The Canoe Club,UH WL OPERATING TENANT LLC & URGO HOTELS LLC,Essex,1,341,5/2/2024,2331 SARANAC AVE,,LAKE PLACID,New York,12946,5/24/2024,5/24/2024,6019978,,POINT (-73.98774 44.29238)
0341-24-207635,Summer Restaurant,10/31/2024,THE SAGAMORE RESORT PAVILION,SAGBOLT LLC,Warren,1,341,4/1/2024,110 SAGAMORE ROAD,WATER FRONT OF SAGAMORE RESORT,BOLTON LANDING,New York,12814,3/25/2024,3/25/2024,6015668,,POINT (-73.64569 43.55599)
0340-23-134195,Restaurant,10/31/2024,GOODY TWO SHOES,PUB CONCEPTS INC,Suffolk,1,340,7/21/2023,42 E MAIN ST,,BAYSHORE,New York,11706,7/21/2023,7/21/2023,1179041,,POINT (-73.24696 40.72224)
0341-24-207257,Summer Restaurant,10/31/2024,,THOUSAND ISLAND HART HOUSE LLC,Jefferson,1,341,4/1/2024,21979 CLUB RD,,WELLESLEY ISLAND,NY,13640,3/20/2024,3/20/2024,6015284,,POINT (-75.93432 44.34004)
0341-23-129946,Summer Restaurant,10/31/2024,,SEAVIEW RESTAURANT INC,Nassau,1,341,5/3/2024,1875 OCEAN BLVD,,ATLANTIC BEACH,New York,11509,5/3/2024,5/3/2024,1018551,,POINT (-73.73258 40.58716)
0340-22-107996,Restaurant,10/31/2024,MARIO'S ITALIAN RESTAURANT,TP MAIN STREET INC,Suffolk,1,340,9/17/2024,212 MAIN ST,,EAST SETAUKET,NY,11733,9/17/2024,9/17/2024,1330481,,POINT (-73.10373 40.94229)
0341-24-232989,Summer Restaurant,10/31/2024,Old Dock Restaurant & Marina,"Old Dock Operator, LLC",Essex,1,341,5/1/2024,2754 Essex Rd,,Essex,NY,12936,10/17/2024,10/17/2024,6041752,,POINT (-73.35174 44.31023)
0341-24-108732,Summer Restaurant,10/31/2024,THE BOAT YARD,ISLAND TIME 1 OCEAN PKWY LLC,Nassau,1,341,4/3/2024,1 OCEAN PKW,WEST RESTAURANT,MASSAPEQUA,New York,11758,4/3/2024,4/3/2024,6016783,,POINT (-73.47459 40.65139)
0341-24-207954,Summer Restaurant,10/31/2024,,CAVALLARIO BAYSIDE INC,Jefferson,1,341,5/1/2024,1 JAMES ST,,ALEXANDRIA BAY,NY,13607,3/29/2024,3/29/2024,6016003,,POINT (-75.91971 44.33616)
0340-22-308612,Restaurant,10/31/2024,NATIONAL COMEDY CENTER,NATIONAL COMEDY CENTER OPERATOR INC,Chautauqua,1,340,5/21/2024,203 W 2ND ST,NOT FOR PROFIT,JAMESTOWN,New York,14701,5/21/2024,5/21/2024,3161710,,POINT (-79.2438 42.09502)
0341-24-207953,Summer Restaurant,10/31/2024,THE BREAKFAST SPOT- LAKE GEORGE,VINTAGE RESTAURANTS INC,Warren,1,341,4/15/2024,42 AMHERST ST,,LAKE GEORGE,New York,12845,4/15/2024,4/15/2024,6016002,,POINT (-73.71323 43.42642)
0341-24-107260,Summer Restaurant,10/31/2024,PETE'S CLAM STOP,"CLAM STOP INC, THE",Kings,1,341,3/19/2024,1320-1322 SURF AVE,,BROOKLYN,NY,11224,3/20/2024,3/20/2024,6015287,,POINT (-73.98205 40.57553)
0341-24-217602,Summer Restaurant,10/31/2024,The Wellesley Restaurant and Pub,Adrienne's Pantry LLC,Jefferson,1,341,5/1/2024,42809 St Lawrence Ave,,Thousand Island Park,NY,13692,6/13/2024,6/13/2024,6025932,,POINT (-76.02662 44.28698)
0340-22-309191,Restaurant,10/31/2024,THE KNIGHT CLUB,SAXON INN INC,Allegany,1,340,10/13/2023,10 STATE ST,CAMPUS STUDENT CENTER,ALFRED,NY,14802,10/13/2023,10/13/2023,3000147,,POINT (-77.78693 42.25672)
0341-24-208476,Summer Restaurant,10/31/2024,"BOATHOUSE GRILLE, SHADY HARBOR MARINA, DONOVANS",BOATHOUSE GRILLE LLC,Greene,1,341,4/4/2024,80 SHADY HARBOR DR,,NEW BALTIMORE,New York,12124,4/4/2024,4/4/2024,6016526,,POINT (-73.78774 42.45064)
0341-23-132225,Summer Restaurant,10/31/2024,ISLAND MERMAID,"ISLAND MERMAID REST CORP,THE",Suffolk,1,341,3/7/2024,780 BAY WALK,,OCEAN BEACH,New York,11770,3/7/2024,3/7/2024,1048873,,POINT (-73.15563 40.64925)
0340-22-205819,Restaurant,10/31/2024,,"BARRACKS INC, THE",Clinton,1,340,6/4/2024,24 GOLF COURSE ROAD,,PLATTSBURGH,New York,12903,6/4/2024,6/4/2024,2116164,,POINT (-73.45583 44.65124)
0341-24-207637,Summer Restaurant,10/31/2024,THE LAKEHOUSE AT THE SAGAMORE RESORT,SAGBOLT LLC,Warren,1,341,4/1/2024,110 SAGAMORE ROAD,,BOLTON LANDING,New York,12814,3/25/2024,3/25/2024,6015670,,POINT (-73.64569 43.55599)
0340-23-231213,Restaurant,10/31/2024,BELVEDERE LAKE,BELVEDERE LAKE INC,Otsego,1,340,6/5/2023,270 GAGE RD,T/O ROSEBOOM,CHERRY VALLEY,New York,13320,6/5/2023,6/5/2023,2506713,,POINT (-74.75857 42.74725)
0340-22-109088,Restaurant,10/31/2024,STARBUCKS RESERVE ROASTERY NEW YORK,SIREN RETAIL CORPORATION,New York,1,340,8/24/2024,61 9TH AVE,,NEW YORK,New York,10011,8/24/2024,8/24/2024,1306873,,POINT (-74.00497 40.74157)
0341-24-107830,Summer Restaurant,10/31/2024,COBBLE FISH,VB PIER 16 LLC,New York,1,341,4/4/2024,89 SOUTH ST,PIER 16,NEW YORK,New York,10038,4/4/2024,4/4/2024,6015867,,POINT (-74.00326 40.70618)
0341-24-108802,Summer Restaurant,10/31/2024,LITTLE EVA'S,SALMON EAST SEVEN CORP,New York,1,341,5/1/2024,LIGGETT HALL CRTYD BLDG 400,,GOVERNORS ISLAND,New York,10004,4/3/2024,4/3/2024,6016854,,
0341-24-111288,Summer Restaurant,10/31/2024,SESSION STAND,"SESSION STAND INC, THE",Suffolk,1,341,4/30/2024,BLDG 1 ATLANTIQUE BEACH MARINA,,OCEAN BEACH,New York,11770,4/30/2024,4/30/2024,6019448,,
0341-24-116991,Summer Restaurant,10/31/2024,DOVER AT NICKERSON BEACH,DOVER GOURMET CORPORATION,Nassau,1,341,6/10/2024,880 LIDO BLVD,,LIDO BEACH,NY,11561,6/10/2024,6/10/2024,6025311,,POINT (-73.60364 40.58945)
0341-24-108733,Summer Restaurant,10/31/2024,SURF SHACK,ISLAND TIME 1 OCEAN PKWY LLC,Nassau,1,341,4/3/2024,1 OCEAN PKW,EAST RESTAURANT,MASSAPEQUA,New York,11758,4/3/2024,4/3/2024,6016784,,POINT (-73.47459 40.65139)
0341-24-110970,Summer Restaurant,10/31/2024,FLYNNS,FLYNNS CASINO INC,Suffolk,1,341,5/1/2024,1 CAYUGA ST,PO BOX 334,OCEAN BAY PARK,New York,11770,4/30/2024,4/30/2024,6019123,,POINT (-73.13678 40.6511)
0340-23-128237,Restaurant,10/31/2024,,COVE RESTAURANT CORP,Queens,1,340,8/1/2023,243-10 MERRICK BLVD,,ROSEDALE,New York,11422,8/1/2023,8/1/2023,1340775,,POINT (-73.73025 40.674)
0341-24-232756,Summer Restaurant,10/31/2024,The Elms Golf Club,The Golf Dreams Incorporated,Oswego,1,341,4/1/2024,21 Country Club Ln,,Sandy Creek,New York,13145,10/16/2024,10/16/2024,6041511,,POINT (-76.1708 43.66426)
0341-24-212565,Summer Restaurant,10/31/2024,BOX FRITES/BAR AT THE POST & EL VERANO TAQUERIA,HUDSON YARDS CATERING LLC -SHAKE SHACK,Saratoga,1,341,5/9/2024,267 UNION AVE PADDOCK TENT,,SARATOGA SPRINGS,New York,12866,5/9/2024,5/9/2024,6020778,,POINT (-73.76404 43.07535)
0341-24-309736,Summer Restaurant,10/31/2024,CARRIAGERS SOCIAL CLUB,CARRIAGERS SOCIAL CLUB INC,Erie,1,341,4/17/2024,224 FISHER RD,,WEST SENECA,New York,14224,4/17/2024,4/17/2024,6017839,,POINT (-78.78925 42.81899)
0341-24-107827,Summer Restaurant,10/31/2024,MATTHEW'S,B C M FISH LTD,Suffolk,1,341,5/1/2024,935 BAY WALK,,OCEAN BEACH,New York,11770,4/1/2024,4/1/2024,6015864,,POINT (-73.15496 40.64943)
0340-22-305194,Restaurant,10/31/2024,THE LITTLE CLUB,"CLUB WINE BAR LLC, THE",Erie,1,340,3/26/2024,1197 HERTEL AVE,,BUFFALO,New York,14216,3/26/2024,3/26/2024,3161472,,POINT (-78.86379 42.94777)
0341-23-238562,Summer Restaurant,10/31/2024,,FOSTERS AT THE FAIR LLC,Dutchess,1,341,4/1/2024,12 FAIR EXHIBIT WAY,,RHINEBECK,New York,12572,3/27/2024,3/27/2024,2226417,,POINT (-73.90899 41.93662)
0341-24-211585,Summer Restaurant,10/31/2024,,CITRUS CAFE INC,Sullivan,1,341,6/3/2024,436 STATE RTE 52,,WOODBOURNE,New York,12788,6/3/2024,6/3/2024,6019746,,POINT (-74.601 41.75934)
0341-24-109421,Summer Restaurant,10/31/2024,D LOBBY - LIQUOR,LEGENDS HOSPITALITY LLC,Nassau,1,341,4/9/2024,1000 OCEAN PKWY,,WANTAGH,New York,11793,6/25/2024,6/25/2024,6017493,,POINT (-73.52111 40.59505)
0341-24-208820,Summer Restaurant,10/31/2024,,TOP OF THE WORLD GOLF RESORT INC,Warren,1,341,5/1/2024,441 LOCKHART MTN RD SUITE 3,BAY & 9L,LAKE GEORGE,New York,12845,4/3/2024,4/3/2024,6016872,,POINT (-73.66783 43.42839)
0341-23-337894,Summer Restaurant,10/31/2024,,BEACH HOUSE BAR & GRILLE LLC,Chautauqua,1,341,5/1/2024,2 WRIGHT PARK DR,,DUNKIRK,New York,14048,6/12/2024,6/12/2024,3167118,,POINT (-79.31333 42.49541)
0341-24-124138,Summer Restaurant,10/31/2024,Montauk Project,SSB Gourmet LLC,Suffolk,1,341,3/1/2024,240 Fort Pond Rd,,Montauk,New York,11954,10/30/2024,10/30/2024,6032638,,POINT (-71.95299 41.04967)
0340-23-138621,Restaurant,10/31/2024,W'S BAR & RESTAURANT,SCOTTY O'BRIANS LLC,Richmond,1,340,4/4/2024,7001C AMBOY RD,,STATEN ISLAND,New York,10307,4/4/2024,4/4/2024,1342547,,POINT (-74.23416 40.51677)
0341-24-207831,Summer Restaurant,10/31/2024,THE BIB,4861 INC,Oswego,1,341,5/1/2024,80 BRENNAN BEACH RD,T/O RICHLAND,PULASKI,New York,13142,4/1/2024,4/1/2024,6015868,,POINT (-76.20079 43.58462)
0340-22-110028,Restaurant,10/31/2024,,,Nassau,1,340,8/6/2024,1920 GRAND AVE,,EAST MEADOW,New York,11510,8/6/2024,8/6/2024,1345100,,POINT (-73.56543 40.72168)
0341-24-220996,Summer Restaurant,10/31/2024,THE CLUBHOUSE AT TLGC,CLUBHOUSE AT TLGC LLC THE,Franklin,1,341,7/10/2024,141 COUNTRY CLUB RD,,TUPPER LAKE,NY,12986,7/10/2024,7/10/2024,6029385,,POINT (-74.48046 44.18739)
0341-24-111290,Summer Restaurant,10/31/2024,TRIE CAFE,METROPOLITAN MUSEUM OF ART & BON APPETIT MNGMT CO,New York,1,341,4/30/2024,99 MARGARET CORBIN DR,FORT TRYON PARK&TRIE CLOISTER,NEW YORK,New York,10040,4/30/2024,4/30/2024,6019450,,POINT (-73.93211 40.86552)
0341-24-210969,Summer Restaurant,10/31/2024,THE GALLEY,WESTPORT MARINA INC,Essex,1,341,5/3/2024,20 WASHINGTON ST,,WESTPORT,New York,12993,5/3/2024,5/3/2024,6019122,,POINT (-73.43126 44.18246)
0340-23-131496,Restaurant,10/31/2024,JAKE'S DILEMMA,THIRD AVENUE RESTAURANT INC,New York,1,340,9/15/2023,430 AMSTERDAM AVENUE,,NEW YORK,New York,10024,9/15/2023,9/15/2023,1027378,,POINT (-73.97751 40.78425)
0340-22-110931,Restaurant,10/31/2024,FIDDLESTICKS,FIDDLESTICKS LLC,New York,1,340,3/21/2024,54 58 GREENWICH AVENUE,6TH AVENUE & PERRY STREET,NEW YORK,New York,10011,3/21/2024,3/21/2024,1134074,,POINT (-74.00062 40.73577)
0340-22-214138,Restaurant,10/31/2024,,SMG Food and Beverage LLC,Onondaga,1,340,8/22/2024,800 S STATE ST,NICHOLAS J PIRRO CONV CENTER,SYRACUSE,New York,13202,8/22/2024,8/22/2024,2186811,,POINT (-76.14753 43.04351)
0341-23-229185,Summer Restaurant,10/31/2024,OLD MILL RESTAURANT,DONNA L FORD,Chenango,1,341,5/1/2024,2032 ROUTE 8,,MOUNT UPTON,New York,13809,4/11/2024,4/11/2024,2501298,,POINT (-75.38953 42.4485)
0341-23-132226,Summer Restaurant,10/31/2024,LEJA BEACH CASINO,T E L ENTERPRISES CORP,Suffolk,1,341,5/23/2024,CENTER WALK FIRE ISLAND,,DAVIS PARK,New York,11728,5/29/2024,5/29/2024,1048857,,
0341-24-107977,Summer Restaurant,10/31/2024,THE LAZY LOBSTER,ATLANTIC BEER GARDEN LLC,Nassau,1,341,5/1/2024,8 14 FRONT ST,,E ROCKAWAY,New York,11518,4/4/2024,4/4/2024,6016026,,POINT (-73.66058 40.639)
0340-22-109048,Restaurant,9/30/2024,Animal,FROST 64 LLC,Kings,1,340,5/20/2024,64 FROST ST,,BROOKLYN,New York,11211,5/20/2024,5/20/2024,1309368,,POINT (-73.94935 40.71764)
0241-24-114992,Summer Restaurant,9/30/2024,Southampton Peconic Beach & Tennis Club,Sunfish Properties Inc,Suffolk,1,241,5/24/2024,107 North Rd,,Hampton Bays,NY,11946,5/24/2024,5/24/2024,6023263,,POINT (-72.48122 40.89633)
0112-23-225813,Summer Restaurant,9/30/2024,CARR'S COVE,BERNARD T MAHONEY,Onondaga,1,112,9/9/2024,NYS FAIRGROUNDS,ZONE HT STAND 00119,SYRACUSE,New York,13209,9/9/2024,9/9/2024,2505916,,
0240-22-102509,Restaurant,9/30/2024,SORIMMARA,MASIJA INC,New York,1,240,3/13/2024,2 W 32ND ST,RM 201 & 203,NEW YORK,New York,10001,3/13/2024,3/13/2024,1296638,,POINT (-73.98605 40.74738)
0112-23-223482,Summer Restaurant,9/30/2024,,ALIVEROS LLC,Onondaga,1,112,7/1/2024,581 STATE FAIR BLVD,SPACE 638,SYRACUSE,New York,13209,5/30/2024,5/30/2024,2196537,,POINT (-76.21549 43.07302)
0340-23-136483,Restaurant,9/30/2024,POST BAR,MILLE NEXT DOOR LLC,Kings,1,340,4/17/2023,307 CLIFTON PL,,BROOKLYN,New York,11216,4/17/2023,4/17/2023,1292522,,POINT (-73.95091 40.68917)
0340-22-306678,Restaurant,9/30/2024,JUDI'S LOUNGE,JUDI'S LOUNGE INC,Niagara,1,340,10/20/2023,2057 MILITARY RD,T/O NIAGARA,NIAGARA FALLS,New York,14304,10/20/2023,10/20/2023,3011651,,POINT (-78.97688 43.09918)
0340-24-124466,Restaurant,9/30/2024,VELO,MOTO INC,Kings,1,340,8/12/2024,354 GRAND ST,,BROOKLYN,NY,11211,8/12/2024,8/12/2024,6032975,,POINT (-73.95586 40.7124)
0340-22-103817,Restaurant,9/30/2024,THE INTERNATIONAL BAR,JUSTIFIED LLC,New York,1,340,6/28/2024,102 1ST AVENUE,,NEW YORK,New York,10009,6/28/2024,6/28/2024,1246384,,POINT (-73.98591 40.7263)
0340-23-128727,Restaurant,9/30/2024,VAULT MANHATTAN,CHELSEA MARKET EVENTS INC,New York,1,340,3/3/2023,60 9TH AVE,,NEW YORK,New York,10011,3/3/2023,3/3/2023,1347296,,POINT (-74.00492 40.74138)
0340-22-209213,Restaurant,9/30/2024,BEE SOULFUL,"BEE TAVERN LLC, THE",Orange,1,340,9/11/2024,29 CENTER ST,,MIDDLETOWN,New York,10940,9/30/2022,9/30/2022,2213070,,POINT (-74.42038 41.44674)
0341-24-111801,Summer Restaurant,9/30/2024,SPLISH SPLASH - LCG BAR,FESTIVAL FUN PARKS LLC,Suffolk,1,341,5/13/2024,2549 SPLISH SPLASH DR,,CALVERTON,New York,11933,5/13/2024,5/13/2024,6019968,,POINT (-72.73513 40.92532)
0341-24-209393,Summer Restaurant,9/30/2024,,"NY FLAME LLC, THE",Sullivan,1,341,6/1/2024,287 E BROADWAY,SUITE #1,MONTICELLO,New York,12701,4/10/2024,4/10/2024,6017465,,POINT (-74.67407 41.65168)
0340-22-202850,Restaurant,9/30/2024,HUNTER'S ON JAY,HUNTERS ON JAY LLC,Schenectady,1,340,3/20/2024,50 NORTH JAY ST,,SCHENECTADY,New York,12305,3/20/2024,3/20/2024,2197328,,POINT (-73.93792 42.81781)
0340-23-130127,Restaurant,9/30/2024,SARASHINA HORII,NYC002 45 E 20TH ST NY LLC,New York,1,340,2/28/2023,45 E 20TH ST,GROUND FLOOR,NEW YORK,New York,10003,2/28/2023,2/28/2023,1314452,,POINT (-73.98844 40.73862)
0340-22-105902,Restaurant,9/30/2024,PIANOS,158 LUDLOW REST LLC,New York,1,340,9/26/2024,158 LUDLOW STREET,STANTON & RIVINGTON,NEW YORK,New York,10002,9/26/2024,9/26/2024,1131361,,POINT (-73.98785 40.72107)
0340-23-133981,Restaurant,9/30/2024,VELO,MOTO INC,Kings,1,340,4/23/2024,394 BROADWAY,,BROOKLYN,New York,11211,4/23/2024,4/23/2024,1297243,,POINT (-73.95436 40.7072)
0340-22-213409,Restaurant,9/30/2024,DANGO FITGERALDS STEAK HOUSE IRISH PUB&SPORTS BAR,DANGO'S INC,Saratoga,1,340,5/17/2024,38 CAROLINE STREET,,SARATOGA SPRINGS,New York,12866,9/16/2022,9/16/2022,2161028,,POINT (-73.78308 43.08182)
0340-22-310890,Restaurant,9/30/2024,AMERICAN LEGION,NEWCOMB LONG POST 928 AMERICAN LEGION INC,Erie,1,340,1/24/2024,7353 ERIE ROAD,,DERBY,New York,14047,1/24/2024,1/24/2024,3004249,,POINT (-79.01087 42.68534)
0340-23-133585,Restaurant,9/30/2024,IL VIZIO PARK,PARK & MAIN RESTAURANT INC,Nassau,1,340,5/26/2023,4857 MERRICK RD,,MASSAPEQUA PARK,New York,11762,5/26/2023,5/26/2023,1290663,,POINT (-73.4561 40.66646)
0340-23-136479,Restaurant,9/30/2024,THE CORNERS,FERRY DUST LLC,Kings,1,340,2/22/2023,395 NOSTRAND AVE,,BROOKLYN,New York,11216,2/22/2023,2/22/2023,1295831,,POINT (-73.95034 40.68423)
0340-22-307738,Restaurant,9/30/2024,PROHIBITION 2020,PROHIBITION 2020 LLC,Erie,1,340,7/31/2024,3847 SOUTHWESTERN BLVD,,ORCHARD PARK,New York,14127,7/31/2024,7/31/2024,3165179,,POINT (-78.78911 42.77817)
0341-24-210147,Summer Restaurant,9/30/2024,HAPPY PIKE ICE CREAM & SNACK BAR,SAVOR & SCOOP LLC,Clinton,1,341,4/22/2024,559 LAKE SHORE RD,,WEST CHAZY,New York,12992,4/22/2024,4/22/2024,6018255,,POINT (-73.40015 44.81948)
0340-23-328439,Restaurant,9/30/2024,THE LOCAL ON THE LAKE,"PIZZA STOP PULTNEYVILLE LLC, THE",Wayne,1,340,8/14/2023,4135 LAKE RD,,WILLIAMSON,New York,14589,8/14/2023,8/14/2023,3168555,,POINT (-77.18476 43.28092)
0340-22-108324,Restaurant,9/30/2024,,MARCELLINOS PIZZA & PASTA INC,Westchester,1,340,1/19/2024,328 TUCKAHOE RD,,YONKERS,New York,10710,1/19/2024,1/19/2024,1341293,,POINT (-73.85768 40.95355)
0340-22-310900,Restaurant,9/30/2024,GAME TIME SPORTS BAR & GRILL,PIMM MEE CORP,Chautauqua,1,340,7/17/2024,850 FOOTE AVE,,JAMESTOWN,New York,14701,7/17/2024,7/17/2024,3001075,,POINT (-79.22669 42.0771)
0340-22-113191,Restaurant,9/30/2024,THE ANGRY GNOME PUB,KETTLE & BARREL PUB INC,Nassau,1,340,3/1/2024,1217 JERICHO TPKE,,NEW HYDE PARK,NY,11040,3/1/2024,3/1/2024,1326407,,POINT (-73.68347 40.733)
0340-22-107138,Restaurant,9/30/2024,PHEBES,EAST PUB INC,New York,1,340,9/19/2024,359 361 BOWERY,,NEW YORK,New York,10003,9/19/2024,9/19/2024,1154351,,POINT (-73.99162 40.72687)
0340-23-129643,Restaurant,9/30/2024,PRESTIGE,DM&D 2014 INC,Queens,1,340,4/17/2023,91-33 63RD DR,,REGO PARK,New York,11374,4/17/2023,4/17/2023,1308026,,POINT (-73.86434 40.727)
0340-23-337163,Restaurant,9/30/2024,3 B'S,"ALLEY SPORTS BAR LLC, THE",Wayne,1,340,9/28/2023,6742 MAPLE AVE,,SODUS,New York,14551,9/28/2023,9/28/2023,3152651,,POINT (-77.06216 43.24392)
0340-23-333333,Restaurant,9/30/2024,DUKE'S BOHEMIAN CROCODILE BAR,MG PUBLIC LLC,Erie,1,340,2/6/2023,88 W CHIPPEWA ST,,BUFFALO,New York,14202,2/6/2023,2/6/2023,3170166,,POINT (-78.87635 42.89068)
